VendorID	trip_distance	fare_amount	total_amount
2	1.59	8.5	9.3
2	7.97	27	27.8
1	0	18.2	19
2	0.96	5	5.8
1	0	13.2	14
2	2.05	16.5	17.3
2	1.39	8	8.81
2	7.89	27	36.14
2	3.35	15.5	19.3
2	2.23	10	11.8
2	4.26	14.5	21.42
2	0	12	15
2	5.93	27.5	28.3
1	0.6	9	11.75
1	7.8	24.5	25.3
2	2.6	18.5	22.05
2	18.82	84	91.35
1	0	32.2	33
2	1.04	8	8.8
1	2.5	12	12.8
1	1.6	8	8.8
2	0.73	4.5	5.3
2	4.65	21.5	22.3
2	10.14	37.5	38.3
2	3.82	13	13.8
2	1.43	8	11
1	1.1	13.5	14.3
2	1.65	9	12.55
2	7.19	32.5	33.3
2	1.23	8	8.8
2	22.82	80.5	87.85
2	5.54	23.5	30.85
1	2.4	14	17.55
1	1.8	9.5	12.35
1	9.4	31.5	32.3
2	6.41	25.5	26.3
2	1.4	7	8
2	2.78	19	19.8
2	3.48	14.5	15.3
2	26.8	76	79.25
2	2.02	11.5	18.06
2	1.12	5	10.26
2	3.61	16	19.55
2	11.23	37	50.6
2	2.21	15	15.8
1	8.5	26	36.9
2	1.84	9	12.55
2	1.15	9.5	10.3
2	3.76	20.5	21.3
2	0.79	6	8.16
2	2.66	15.5	16.32
2	2.2	10.5	14.05
2	1.49	8	8.8
2	1.82	8.5	12.05
1	3.4	14	22.8
1	0.4	4	4.8
2	13.05	47	54.35
2	1.82	9	15.06
2	5.17	16	20.16
2	1.52	10	12.96
2	1.24	6	6.8
2	0.51	15.5	17.3
2	2.37	10	16.26
2	18.25	67	74.35
2	2.25	10.5	14.13
2	10.22	38.5	42.05
1	11	33.5	40.3
2	1.34	7	10.14
2	4.12	21	24.55
2	9.54	28	28.8
2	0	2.5	4.3
2	1.63	8.5	14.75
2	2.87	15	23.46
2	1.19	8	11.76
2	1.31	8.5	11
2	1.03	7.5	9.3
1	1.6	9.5	13.55
2	2.95	16	17.8
2	16.26	60.5	68.85
2	6.08	26	30.55
2	2.54	11	18.66
2	2.85	13	14.8
1	1	6.5	8.3
1	1.5	8	9.8
1	4	19.5	26.05
2	1.01	7	12.55
2	5.1	21	33.35
2	3.99	16.5	27.37
2	2.57	12	16.55
1	3.5	11.5	13.3
2	4.03	23.5	25.3
2	0.56	4.5	6.3
2	1.02	6.5	8.3
2	12.35	40	41.8
2	1.7	9	10.8
2	0.75	6.5	9.96
2	2.27	12.5	14.3
2	0.94	7.5	11.62
2	1.16	6	8.97
2	1.16	6.5	10.38
2	2.05	9.5	16.05
2	2.25	10.5	18.06
2	0.75	7.5	9.3
2	2.3	10.5	12.3
1	2.3	13	14.8
1	2.8	15	23.45
2	4.98	26.5	28.3
2	1.44	9	10.8
2	5.99	21.5	23.3
2	18.27	52	73.85
2	21.26	61.5	63.3
2	1.78	11	16.64
2	2.82	13	14.8
2	1.33	10	12.8
2	1.74	9.5	11.3
2	1.12	7.5	9.3
2	1.99	10.5	14.76
2	0.47	4.5	7.24
2	9.39	37.5	42.31
1	0	48.2	55.55
2	25.89	83	91.35
2	2	11.5	13.3
2	0.67	4.5	7.56
2	0.56	4	5.8
2	1.4	7.5	12.05
2	1.22	6.5	11.05
2	0	8	9.96
2	3.24	13.5	18.05
2	1.85	8.5	16.97
1	0	30.2	31
2	3.52	13.5	18.36
1	1.8	9.5	11.3
2	7.76	40	41.8
2	3.92	14.5	19.56
2	3.96	13.5	18.36
2	2.21	15	20.16
2	1.08	6.5	8.3
1	18.9	62	79.7
2	17.95	61	62.8
2	1.36	9	12.96
2	16.19	53.5	61.85
2	1.06	5.5	10.05
2	0.86	6	10.55
2	2.78	12	19.86
2	1.06	7	8.8
1	3.2	14	18.55
1	1.3	6.5	8.3
1	4.6	22	23.8
2	21.55	70	83.93
2	0.01	2.5	4.3
2	2.48	13	21.06
2	1.75	8.5	16.97
2	4.35	27	28.8
2	0.05	-2.5	-4.3
2	0.05	2.5	4.3
2	1.34	8	12.25
2	11.85	37	38.8
2	16.83	52.5	60.85
2	0	10	10.3
2	22.48	68.5	76.85
2	0.7	10	12.36
2	1.35	11	12.8
1	0	2.5	4.3
2	2	10.5	15.05
2	2.55	13.5	21.66
2	29.64	91	99.35
2	4.94	48.5	50.3
1	3.2	16.5	18.3
1	1.9	14	15.8
2	5.3	25.5	27.3
2	0.8	5.5	7.3
2	2.8	19.5	21.3
2	22.75	84	92.35
2	3.31	14	20.55
2	2.9	15.5	17.3
2	1.87	14.5	16.3
2	1.97	10.5	12.3
2	2.74	20	21.8
1	5.2	24	25.8
2	1.46	7.5	13.3
2	7.58	23.5	31.42
2	0.76	5.5	7.3
2	9.48	33	37.55
2	1.96	9	10.8
2	0.24	4	5.8
2	0.74	6	7.8
2	1.45	8	11.76
2	0	0	0
2	0	0	0
2	0	0	0
2	0.7	4.5	6.3
2	1.55	9.5	14.69
2	0.77	5.5	8.76
2	4.32	18	22.55
2	0.72	5	8.16
2	2.39	10.5	17.05
2	2.26	12.5	20.46
2	1.76	12	16.56
2	1.1	9.5	11.3
2	2.82	12	18.55
1	0.9	5.5	7.3
2	1.44	8	9.8
2	3.37	15	16.8
2	2.3	9.5	17.56
2	2.12	10.5	12.3
2	0.82	5.5	7.3
2	0.54	6	7.8
2	2.14	11.5	16.62
2	24.82	80	88.35
2	4.45	30	31.8
2	0.76	4.5	6.3
2	2.07	11	16
2	2.7	11.5	16.62
2	2.02	11.5	19.05
2	1.43	9	10.8
2	3.16	17.5	19.3
1	1.6	8	9.8
1	2.6	12	19.85
1	0.2	3.5	6.35
1	0.7	4.5	6.3
1	2.8	12.5	17.05
2	1.61	8.5	10.3
2	0.79	6	7.8
2	1.52	10.5	12.3
2	2.14	13	14.8
2	1.13	9	10.8
2	1.78	9.5	15.55
2	1.6	8.5	13.05
2	7.05	29.5	37.56
1	0	2.5	4.3
2	0.21	3.5	5.3
2	5.34	27.5	41.67
1	2.2	11	16.8
2	1.2	6.5	8.3
2	1.49	9.5	11.3
2	2.88	16.5	18.3
2	4.77	27	34.56
2	1.86	10	11.8
1	0	18.2	19
1	0.6	6.5	9.95
2	2.41	14.5	21.91
2	0.72	5	8.16
2	0.51	4	7.25
2	0.98	6	12.66
1	8.5	32	43.86
2	1.34	7	10.56
2	1.69	12.5	14.3
1	5.4	27.5	29.3
2	1.66	11	12.8
2	0.49	4.5	7.56
2	1.12	7.5	9.3
2	1.08	6	11
2	1.17	7	8.8
2	1.24	9.5	11.3
2	0.83	5.5	7.3
2	1.15	8.5	10.3
2	1.08	7	10.56
2	1.09	5.5	7.3
2	0.7	4	5.8
2	1.02	8	11
2	2.42	13	14.8
2	1.19	9	13.5
2	1.83	9.5	11.3
1	1.2	7.5	9.3
1	1.5	9	14
1	2.4	15	16.8
2	0.46	4	5.88
1	9.5	29	36.95
2	0.55	5.5	7.3
2	4.57	18	28.19
2	2.98	11.5	15.3
2	1.31	9.5	11.3
2	1.3	8.5	12.36
2	6.21	26	30.55
2	5.14	18.5	24.36
2	1.09	8.5	10.3
2	0.73	4	8.3
2	0.77	7.5	9.3
2	14.56	53	64.55
2	1.26	13	17.76
2	3.01	17	22.56
2	22.75	69	77.35
1	0	21.2	22
1	3.4	14	15.8
2	0.72	4.5	6.3
2	1.65	11	15.36
2	9.28	44	45.8
2	2.84	11	12.8
2	1.07	6	11.8
2	4.77	30	31.8
2	9.25	31	35.55
2	1.85	12	16.56
2	0.92	6	9.36
2	2.37	10.5	14.76
2	1.06	6.5	10.79
2	17.69	53	61.35
2	1.51	8.5	14.55
2	10.49	45.5	60.06
2	0.79	4.5	8.19
1	1.3	7	8.8
2	1.1	6.5	8.3
2	2.79	12.5	20.46
1	3.9	21	22.8
1	2	10	11.8
1	3.5	15.5	22.45
2	1.05	7.5	14.46
2	2.47	13.5	21.66
2	1	6	13.71
2	1.31	14	16.8
1	0.7	5.5	7.3
2	10.99	40	41.8
2	14.23	45.5	49.75
2	2.31	10.5	12.38
2	7.7	27	36
2	1.04	7	8.8
2	8.27	29.5	36.05
1	17.2	54	64.85
2	1.45	9	10.8
2	6.04	24	31.41
2	2.98	12	12.3
2	0.49	4.5	10.3
2	10.76	79	80.8
2	1.87	10	11.8
2	3.04	12	19.86
2	1.69	14	15.8
2	0.25	3	4.8
2	2.36	13.5	18.3
2	0.86	6	8.8
2	1.24	6	9.36
2	1.6	7.5	14.46
1	2.1	11	15.35
1	3.3	14	22.25
2	1.24	7.5	11.16
2	4.17	18	25.93
2	1.58	15	16.8
2	0.74	6	7.8
2	1.01	7.5	9.3
2	1.53	9.5	13.56
2	1.15	7	9.8
2	1.79	10	12.68
2	8.1	32	47.51
2	5.23	20.5	34.62
2	0.4	3.5	8.05
2	4.88	15.5	20.76
1	1.4	8.5	12.35
1	1.4	2.5	4.3
1	0.4	4	5.8
2	1.01	7	8.8
2	4.7	23	34.44
2	2.13	13	21.94
2	7.64	25	26.8
2	3.85	19	20.8
2	1.9	11	12.8
2	1.43	7.5	12.09
2	2.7	13.5	15.3
2	1.32	7.5	11.16
2	1.81	9	13.55
2	6.9	29	30.8
1	1.4	7.5	11.15
1	2.1	11	12.8
1	1.4	6.5	9.95
1	1.4	7.5	9.3
1	1.9	10	17.45
2	2.21	14	15.8
2	3.46	18.5	20.3
2	0.71	5	11.46
2	3.1	15	22.48
2	2.81	14.5	20.38
2	2.72	13	14.8
2	1.7	10.5	15.99
1	1.4	8	9.8
1	0.9	5	8.15
1	1.4	7.5	13.05
1	1.3	7	8.8
2	1.08	7	7.3
2	0	53	59.3
2	9.87	47	48.8
1	0	0	0
2	0.7	5.5	7.3
2	2.4	14	15.8
2	3.97	19	20.8
2	0.65	4.5	6.3
2	2.89	14	15.8
2	2.11	11	17.11
2	2.45	11.5	20.87
2	3.1	13	19.55
2	2.07	11	12.8
1	4	17.5	19.3
1	1.2	9	10.8
2	0.06	-2.5	-4.3
2	0.06	2.5	4.3
2	1.65	9	12.8
2	0.85	6	9.36
2	1.32	8.5	10.3
2	2.4	14.5	16.3
2	9.46	32	33.8
2	11.17	22.02	34.08
2	1.53	10	11.8
2	0.5	5	8.16
2	4.51	20	21.8
2	1.32	9	15.8
1	1.3	9	16.25
1	1.7	8.5	10.3
2	0.02	2.5	4.3
1	1	5.5	7.3
1	0.8	6	9.8
1	0.6	5.5	8.75
1	1.4	8	15.05
1	1.8	9.5	14.65
1	5.9	21.5	23.3
1	0	7.2	8
2	1.58	13.5	15.3
2	3.22	20	21.8
2	1	7.5	9.3
2	1.21	6.5	9.96
2	2.4	12	15.87
2	1.62	9	12.96
2	1.59	8.5	10.3
2	1.41	8.5	10.3
2	1.22	9	12.96
2	1.42	10.5	12.3
2	0.16	3.5	5.3
2	6.47	21	27.36
2	1.91	10.5	18.81
2	2	11.5	19.26
2	1.96	12	16.56
2	2.14	15.5	17.3
2	1.37	8.5	12.36
2	5.96	25.5	27.3
2	1.28	6.5	8.3
2	3.59	18	19.8
2	1.34	8.5	13.39
1	1.9	9	11.8
1	3.5	17.5	19.3
1	11	38.5	43.05
1	8.5	28	29.8
2	2.25	12.5	17.16
2	1.43	10	11.8
2	2.38	19	21.8
1	3.5	17	25.85
2	2.52	12.5	20.05
2	0.88	7	10.8
2	1.96	9	12.96
2	22.5	63	71.35
2	0	10	12.36
2	2.51	12.5	20.46
2	4.45	25	25.3
2	28.25	77	78.8
2	3.7	17.5	26.46
2	1.22	8.5	12.3
2	4.65	16	16.3
1	3.1	12	17.55
1	0	16.2	17
2	2.03	13.5	15.3
2	1.72	10	10.3
2	6.24	25	29.55
2	1.52	9	10.8
2	0.5	4.5	10.86
2	3.89	15	21.35
2	2.53	15.5	25.06
2	9.44	34.5	46.86
2	1.9	11	15.36
2	2.77	11.5	20.06
2	1.12	6.5	9.96
2	5.89	30	31.8
2	1.35	10.5	12.3
2	2.43	11	16.64
2	7.27	30.5	32.3
1	1.9	13.5	15.3
2	4.48	21	30.66
2	1	6	9.36
2	0.87	5.5	11.56
2	1.73	9	10.8
2	2.13	9.5	11.35
2	0	0	0
2	3.43	14	22.26
2	0	100	100.3
2	1.62	9	10.8
2	1.24	7.5	14.46
2	0	2.5	4.3
2	1.02	6	7.8
2	1.14	10	11.8
2	1.45	7	11
2	0.92	5	8.3
2	29.73	87	95.35
2	4.56	19	29.44
1	1.6	7.5	14.05
1	1.4	6	8.8
1	7.7	35	41.85
2	2.25	10	17.46
2	2.16	9.5	14.12
2	2.45	12	15.8
2	1.37	8.5	10.3
1	0.9	5.5	7.3
1	1.2	7.5	14
1	1.4	7.5	14.45
1	3.6	16.5	18.3
2	3.4	12.5	14.3
2	11.48	41	54.66
2	3.34	14.5	21.05
2	3.18	13	19.24
2	0.56	4.5	6.3
2	4.95	20	26.16
2	1.21	6.5	8.3
2	1.42	8.5	10.3
2	14.09	56.83	63.68
2	3.73	18	26.05
2	0.92	6.5	12.15
2	1.37	5.5	9.12
2	3.14	14.5	23.81
2	2.04	9	12.96
2	5.08	20.5	27.55
2	2.09	10	11.8
1	1	7	11.4
1	3.8	23	24.8
2	1.09	8	9.8
2	0.85	5.5	7.3
2	0.76	4.5	6.3
2	5.06	20	28
2	1.6	7.5	14.22
2	0.86	6.5	8.3
2	0.9	6.5	8.3
2	0.82	8	9.8
2	0.78	5.5	7.3
2	0.26	3.5	6.36
1	3.1	13.5	18.05
1	1.6	9.5	11.3
2	0.02	12	14.76
2	0	11.7	12
2	3.17	13.5	18.05
2	2.63	11.5	19.26
2	1.21	7.5	9.3
2	1.92	11	15.36
2	2.68	19	20.8
2	2.09	11	16
2	1.25	8	12.74
2	1.73	9	10.8
1	9	40	40
2	0.96	7.5	12.09
2	1.2	7.5	9.3
2	1.1	6.5	9.96
2	2.3	12	13.8
2	2.02	12	16.56
2	10.56	46	57.36
2	1.26	6	7.8
2	1.21	7	8.8
2	7.53	22.5	29.16
2	0.83	5	6.8
2	3.11	15	16.8
2	0.98	6.5	10.79
2	1.4	7	10.56
2	1.49	7	15.01
2	7.22	28.5	34.3
2	3.85	13.5	21.66
2	0.01	50	50.3
2	3.32	13	21.06
1	3.3	14.5	19.55
2	1.31	6.5	9.96
2	10.79	39.5	41.3
2	11.42	39.5	41.3
2	1.57	8.5	14.05
2	4.3	16	21.58
2	1.29	7	11.44
2	0.8	5	10.55
2	5.07	18	18.3
1	0	10.2	11
2	0.35	3.5	8.3
2	4.4	17	18.8
2	1.69	9.5	11.38
2	1.3	7.5	9.3
2	16.55	53	61.35
2	1.26	7	11.55
2	0.75	5.5	9.49
2	0	3	4.8
1	2.6	11.5	16.6
2	1.96	8.5	12.36
2	2.4	11	13.8
2	2.57	12.5	17.05
2	1.99	9	10.8
2	5.04	17	20.8
2	2.9	11.5	13.3
2	2.94	12.5	13.8
2	0.44	4	6.89
2	2.91	12	19.26
2	1.13	7	13.26
2	1.69	8.5	12.31
2	4.89	14.5	19.75
2	9.26	29	30.3
2	1.71	10.5	11.8
2	1.89	9.5	10.8
2	3.45	17	18.3
2	1.3	7	8.3
2	1.81	8.5	12.74
2	0.28	4	6.36
2	0.77	5	6.3
1	0.9	4.5	6.8
1	1.5	8	14.05
2	3	14	15.3
2	2.4	12.5	19.86
1	1.4	9	12.35
2	1.24	6.5	7.8
2	2.26	8	13.86
2	2.47	12.5	19.86
2	1.41	7	11.3
2	15.77	52	56.05
2	2.07	9	15.05
2	2.23	10	14.12
2	2.44	9	11.3
2	6.33	25.5	29.55
2	3.8	12.5	16.56
1	2.5	11.5	15.35
2	1.25	6.5	7.8
2	1.05	6	8.76
2	1.2	8	14.46
2	8.33	25	34.86
2	0	25	25.3
2	1.48	8	9.3
2	0.92	5.5	6.8
2	0.74	4.5	5.8
2	3.44	16	21.62
1	0.9	5.5	8.75
1	2	8	12.05
2	1.44	8	14.46
2	0.07	15	15.3
2	21.61	70	70.3
2	2.67	10.5	17.46
2	0.76	5	7.56
2	16.33	49	50.3
2	4.68	16	23.85
2	2.98	13.5	14.8
2	2.13	10.5	14.75
2	1.03	6.5	9.36
1	0	32.2	33
2	0.67	5	9.3
2	3.29	15	19.56
2	7.56	31	32.3
2	0.74	5	6.3
2	0	2.5	3.8
2	1.89	10.5	11.8
2	3.69	14	19.89
2	0.92	5	7.56
2	1.06	6.5	7.8
2	1.17	6	13.07
2	8.14	17	17.3
2	5.12	17.5	23.05
2	1.07	5.5	6.8
2	1.36	10	10.3
2	13.6	65	72.85
2	4.98	17.5	25.86
2	19.44	57.5	65.35
2	2.88	13.5	14.8
1	2.6	12	15.95
1	1	7	8.3
2	1.47	8	14.46
2	0.77	5.5	11.46
2	1.26	7.5	13.28
2	1.51	8	9.3
2	6.78	19.5	24.96
2	1.83	8.5	9.8
1	3.3	13.5	15.8
2	1.15	6.5	11.82
2	1.83	9	10.3
1	0.9	5.5	6.8
2	0.28	3.5	4.8
2	7.94	22.5	23.8
2	14	42	43.3
2	1.26	7	8.3
2	11.04	35	50.77
1	1.4	7	13.25
2	3.5	13.5	17.55
2	4.72	16.5	17.8
2	3.78	13	20.46
2	0.79	5.5	7.8
2	0.64	5	6.3
2	5.4	18.5	27.06
2	4.72	16	20.76
1	1.3	7.5	9.8
1	5	19.5	28.25
2	3.87	15	18.3
2	0.04	-2.5	-3.8
2	0.04	2.5	3.8
2	2.41	10.5	14.16
2	2.15	30	35.3
2	0	7	13.26
2	0	-4.5	-5.8
2	0	4.5	5.8
2	0	2.5	10.8
2	0.72	5.5	6.8
2	9	28	29.3
2	1.77	9.5	10.8
1	3.9	18	19.3
1	0.7	6	7.3
1	2.9	10.5	11.8
2	1.08	6.5	7.8
1	5	18	23.05
2	2.66	10	16.86
2	1.43	9.5	11.8
2	2.26	9	16.31
2	5.75	18.5	25.55
2	1.29	6.5	7.8
2	2.63	12.5	16.56
2	3.78	17.5	20.8
2	3.23	12.5	17.94
2	1.33	8	11.8
2	1.05	5.5	8.5
2	0.89	5.5	6.8
2	15.29	60	61.3
2	0.53	4.5	7.25
2	0.92	5.5	6.8
2	4.31	17	18.3
2	1.05	6.5	7.8
2	0.88	9	10.3
2	0	70	70.3
2	5.67	16	16.3
2	3.97	15	15.3
2	2.79	11.5	17.55
2	4.8	16	20.76
2	0	6	9.3
2	3.72	14	18.05
2	15.27	47	48.3
1	1.2	6.5	9.35
2	2.62	11	15.05
2	3.34	11.5	17.55
2	0.79	4.5	7.54
2	2.27	9.5	10.8
2	13.51	39.5	46.55
2	3.34	13.5	19.55
1	0.6	4.5	6.8
2	12.42	37.5	41.8
2	0.9	5.5	8.8
2	2.5	9	9.3
2	1.36	7	8.3
2	4.67	15.5	23.46
2	2.7	12.5	17.25
2	0.96	5	6.3
2	0.83	5	8.1
2	1.65	8	10
2	0	5.5	9.55
2	0	12.5	19.86
1	3.3	13	18.55
2	1.93	9	11.3
2	1.6	7.5	8.8
2	1.93	10	12.3
2	0.01	3	4.3
2	1.78	9	10.3
2	1.84	8	12
2	0.03	15	15.3
1	0.6	4.5	6.95
1	3.2	12	18.05
2	3.51	15	15.3
2	4.93	16.5	20.55
2	4.67	18.5	25.74
2	4.91	20	20.3
2	7.85	26	36.06
2	14.84	43	44.3
2	1.96	8.5	9.8
2	0.95	6.5	7.8
2	1.8	7.5	8.8
1	1	5.5	8.15
2	11.85	39	40.3
2	1.72	9	10.3
2	2.44	10.5	17.46
2	1.49	7.5	13.86
2	0.7	4.5	7.25
2	8.55	25.5	30
2	1.24	6.5	7.8
2	1.69	8	9.3
2	1.52	7.5	8.8
2	0.77	6	8.3
2	1.2	6	11.05
2	12.88	36.5	56
2	0.72	5.5	6.8
2	1.34	6	7.3
2	0	2.5	14.8
1	15.8	49	57.85
2	31.3	85	86.3
2	0.73	4.5	5.8
2	0	25	25.3
2	5.82	20	28.86
2	1.63	8.5	12.55
2	0.03	15	15.3
2	6.63	22.5	31.86
2	3.05	14	15.3
2	2.62	11.5	12.8
2	26.8	90.5	98.35
2	1.36	6	8.76
2	0.46	4	5.3
2	6.31	20.5	24.55
2	1.28	7	8.3
2	1.45	7.5	9.8
2	2.27	10.5	14.75
2	3.03	11.5	15.55
2	1.44	7	8.3
2	1.89	7	8.3
2	1.54	8	9.3
2	2.09	10	11.3
2	2.69	15	15.3
2	10.58	31.5	37.8
2	2.71	12.5	16.56
2	4.41	16	17.3
2	6.66	20	21.3
2	3.25	13.5	14.8
2	1.45	7.5	9.8
2	1.32	7	10.38
1	4.5	16	17.3
1	1.7	8	10.3
2	10.93	33	40.85
2	29.63	83.5	91.35
2	5.17	17	25.26
2	1.6	8	10.3
2	1.07	5.5	8.5
2	5.3	20	20.3
2	7.72	28.5	36.35
2	5.02	21	22.3
2	0.68	5	6.3
2	5.16	19.5	24.55
2	2.34	10.5	14.16
2	1.03	10	11.3
2	0.96	5.5	6.8
2	0	25	25.3
2	6.58	19	24.05
2	4.33	14.5	19.75
2	0.84	14	17.16
2	3.23	12	13.3
2	1.37	6	7.3
2	1.21	6	8.76
2	4.3	15	18.3
2	0.42	4	6.36
2	1.47	7	13.81
1	3.8	15	20.35
2	1.43	8.5	11.76
2	0.64	4.5	7.54
2	5.9	18	22.05
2	1.67	7	8.3
2	2.74	10.5	11.8
2	9.89	30	30.3
2	5.16	25	25.3
2	0.57	4	5.3
2	0.78	5	6.3
2	1.38	6.5	7.8
2	0.54	3.5	4.8
2	8.1	24.5	28.55
2	0.94	12	12.3
2	2.61	10	11.3
2	7.56	17	17.3
2	0	35	35.3
2	1.53	7.5	8.8
2	1.4	8.5	9.8
2	1.78	8	9.3
2	3.5	12.5	16.55
2	1.31	5.5	8.16
2	0.95	7	9.13
2	3.16	11.5	17.55
2	3.16	13.5	18.5
2	0.79	6	9.12
2	1.04	6.5	7.8
2	3.16	15	15.3
2	0.64	5	6.93
2	1.69	9	9.3
2	1.35	7	8.3
2	0	70	70.35
2	0	20	20.3
2	1.13	6	7.3
2	0.76	4.5	5.8
2	11.31	24.2	25
2	6.83	19.5	27.35
2	6.29	19	32.22
2	0.02	2.5	3.8
2	1.61	10	11.3
2	1.86	9.5	10.8
2	1.69	7.5	11
2	1.91	8	9.3
2	10.15	35	36.3
2	4.26	14.5	15.8
2	1.11	5	6.3
2	1.68	8	9.3
2	5.88	19.5	20.8
2	23.36	91.5	99.35
2	0	2.5	3.8
2	0	2.5	3.8
2	0.1	70	70.3
2	5.96	19.5	25.55
2	1.44	6.5	9.36
2	1.38	7	8.3
2	2.83	12	13.3
2	0	9.5	16.55
2	0.96	34	41.85
2	1.51	6	7.3
2	0.29	65	65.3
2	0.19	3	5.16
2	2.13	9.5	13.5
1	1.4	6.5	7.8
2	7.1	22.5	28.56
2	1.14	5.5	6.8
2	24.82	91	98.85
2	4.51	15	16.3
2	6.76	20.5	31.91
2	24.22	74	81.35
2	8.16	31.5	38.85
2	12.42	50.5	57.85
2	3.21	12	18.66
2	2.07	9	10.8
2	7.98	25.5	36.31
2	1.15	6	8.16
2	17.55	52	59.35
2	1.34	6	9.55
2	0.43	3.5	4.3
2	3.82	12.5	17.05
2	1.97	7.5	8.3
2	9.65	28	39.35
1	1.7	9.5	10.3
1	2.4	11	14.75
2	3.51	16.5	17.3
2	9.76	29.5	36.36
1	3.5	12	19.4
2	18.86	60	67.35
2	10.08	40	40.8
2	20.52	66.5	73.85
2	3.04	11.29	15.87
2	11.07	30.5	41.3
2	1.81	8	11
2	0.78	4.5	10.3
2	11.89	38	38.8
1	1.6	7.5	8.3
1	1.9	7	7.8
2	15.42	46	49.25
2	6.45	22	22.8
2	3.21	14.5	18.05
1	1.6	7	10.1
2	4	13.5	17.13
2	1.1	6	8.16
2	7.72	23	36.42
2	0.81	4.5	6.36
2	0	2.5	3.3
2	1	6	7.8
1	0	24.2	25
2	16.95	57.5	64.85
2	1.22	7	9.36
2	2.29	8.5	10.8
2	1.41	9.5	12.5
2	3.56	13.5	21.31
2	2.15	10	12.96
1	3.7	32	32.3
2	1.37	8	8.8
1	0	24.2	25
2	0.95	6.5	7.3
2	1.78	8	8.8
2	1.92	8	13.86
2	21.34	59	69.35
2	9.64	32.5	33.3
2	0.65	4.5	5.3
1	0	22.2	23
2	12	34	34.8
2	2.51	12.5	13.3
2	5.95	18	21.55
2	4.91	15.5	16.3
1	0	16.2	17
1	1.7	8.5	11.15
1	2	9.5	12.35
1	0.4	4	4.8
1	3.7	14.5	18.05
1	1.3	8	8.8
1	0	28.2	29
2	8.4	25	28.55
2	4.78	16	19.55
2	1.97	10.5	13.3
2	13.34	61.5	62.3
2	0.82	7	7.8
2	2.19	9	9.8
2	1.29	6.5	8.4
1	1.6	7.5	8.3
2	1.57	7	9.36
2	1.41	7	9.36
2	3.44	15	18.96
2	0.89	5.5	7.56
2	2.16	10	12.96
1	3.6	12	18.65
1	1.1	6	8.15
2	1.39	7	9.36
2	3.65	13	16.55
2	1.58	8	10.56
2	0.52	4	4.8
2	3.14	11.5	17.05
1	1.8	8.5	10.3
1	0	2.5	3.3
2	2.35	9.5	10.3
2	2.02	8.5	15.06
2	1.59	8.5	11.16
2	1.9	11	11.8
1	0	10.2	11
2	2.87	12.5	13.3
2	2.21	10.5	11.3
2	2.32	10	10.8
2	1.74	9	11.76
2	0.95	6	8.5
2	1.74	8.5	12.09
2	12.01	34.5	45.66
1	0.3	0	0
1	0.2	50	50
2	2.56	11.5	12.3
2	8.03	24.5	25.3
2	0.53	5	5.8
2	3.82	14.5	21.66
2	1.02	5	5.8
2	0.01	2.5	3.3
2	3.73	17	17.8
1	1.7	8.5	9.3
2	4.4	18	23.5
2	25.37	66	66.8
2	1.41	8.5	13.55
2	2.24	9.5	11
2	1.33	6	6.8
2	2.63	10.5	15.45
2	7.75	26	35.46
2	2.68	10.5	12.3
2	2.28	9.5	13.05
2	2.83	11	14.55
1	5.8	29.7	30
2	3.59	12.5	18.55
2	5.54	17.5	23.15
2	6.42	23	30.55
2	5.1	36.5	37.3
1	0	24.2	25
2	1.42	7	9.36
2	7.59	22	27.36
2	3.85	15	22.26
2	7.56	27	30.55
2	7.5	21	34.02
2	4.9	18	20.8
2	7.54	24.5	33.66
2	0.84	5	5.8
2	2.82	11.5	18.06
2	3.84	12	15.55
2	2.65	9.5	13.05
1	0	16.2	17
2	10.29	21.45	25
2	2.27	10.5	14.05
2	8.42	26.5	37.56
2	0.9	6	6.8
2	6.75	20.5	31.27
2	4.13	14	21.06
1	7.9	27	33.36
2	2.93	12	15.36
2	13.87	39.5	40.3
1	0.9	5	8.55
2	4.5	16	19.55
1	0	24.2	25
1	0	15.2	16
1	16.9	48.5	54.3
2	0.52	4.5	5.3
2	0.88	9	9.8
2	3.65	15	15.8
2	8.32	49.5	50.3
1	1.6	7	12.05
2	7.66	32	32.8
2	1.22	6.5	10.05
2	2.33	10	11.8
2	1.57	7.5	10.38
2	1.4	7	7.8
2	21.9	87	87.8
2	1.84	9	12.55
2	2.41	10	15.55
1	1.9	9.5	10.3
1	2.8	12	12.8
2	6.37	19	29.31
2	3.01	13	19.86
2	1.77	9.5	10.3
2	1.61	9	9.8
1	0	35.2	36
2	1.74	9	11.76
2	16.47	52.5	53.3
2	6.23	21	29.46
1	1.5	7	9.75
1	1.4	6.5	8.5
1	1.3	6.5	9.1
2	1.65	7.5	10.38
2	1.45	7.5	10.38
2	4.87	17.5	25.26
2	2.35	11	14.16
2	1.03	5	5.8
2	1.34	6.5	8.76
2	0.79	6	6.8
2	1.48	8	8.8
1	6.9	22	30.65
2	4.78	15.5	21.55
2	2.22	10.5	11.3
1	2.6	10	16.55
1	0	35.2	36
2	1.13	5.5	8.3
2	28.61	80	87.35
2	7.75	24	33.06
2	2.39	13	16.56
2	4.26	17.5	25.26
1	0	15.2	16
2	1.58	8	8.8
2	1.67	8.5	9.3
2	1.56	8	10.56
2	2.63	11	17.46
2	5.49	20.5	26.05
